Log_ID,Server_ID,Server_Cluster,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours)
Station2_LOG00230,SRV040,CL-6,2025-08-02 06:58:00,36.01,51.01,28.28,27.04,8.82,980.93,1.92
Station2_LOG00231,SRV011,CL-7,2025-08-01 23:26:00,30.09,84.07,,27.4,6.18,273.72,1.63
Station2_LOG00232,SRV011,CL-7,2025-08-01 17:31:00,89.98,46.02,15.03,6.41,4.66,539.81,5.97
Station2_LOG00233,SRV073,CL-3,2025-08-02 02:05:00,69.91,58.93,,17.16,1.66,242.96,3.92
Station2_LOG00234,SRV001,CL-8,2025-08-02 06:38:00,24.92,84.17,52.47,3.92,18.73,176.52,9.4
Station2_LOG00235,SRV026,CL-2,2025-08-01 12:47:00,20.12,,69.74,12.25,1.33,229.32,9.66
Station2_LOG00236,SRV066,CL-9,2025-08-02 14:47:00,66.6,33.17,19.96,8.26,5.91,238.84,3.17
Station2_LOG00237,SRV045,CL-2,2025-08-02 23:49:00,79.78,,75.07,0.64,,712.02,4.41
Station2_LOG00238,SRV040,CL-6,2025-08-01 15:29:00,78.86,69.4,63.01,21.28,3.64,610.71,3.76
Station2_LOG00239,SRV032,CL-4,2025-08-01 01:58:00,46.82,30.45,17.55,25.79,2.81,251.25,3.12
Station2_LOG00240,SRV010,CL-4,2025-08-02 21:51:00,94.16,25.89,6.01,20.4,17.97,754.17,9.55
Station2_LOG00241,SRV029,CL-2,2025-08-02 11:27:00,27.44,84.24,75.83,17.15,18.96,884.19,6.28
Station2_LOG00242,SRV034,CL-6,2025-08-01 15:31:00,71.89,20.42,12.53,6.48,10.27,116.08,5.51
Station2_LOG00243,SRV071,CL-2,2025-08-02 00:57:00,66.65,53.11,37.43,15.68,11.65,342.04,7.1
Station2_LOG00244,SRV071,CL-2,2025-08-02 01:39:00,94.29,36.29,62.91,8.02,10.59,913.84,5.71
Station2_LOG00245,SRV008,CL-1,2025-08-01 12:42:00,44.38,47.17,73.63,14.51,1.51,550.01,9.3
Station2_LOG00246,SRV084,CL-9,2025-08-01 19:18:00,59.14,44.56,47.33,22.95,21,444.9,0.65
Station2_LOG00247,SRV096,CL-4,2025-08-02 10:41:00,56.42,51.33,61.54,20.23,19.95,332.95,5.33
Station2_LOG00248,SRV045,CL-2,2025-08-02 06:07:00,25.1,77.88,41.31,26.51,12.94,399.71,9.63
Station2_LOG00249,SRV070,CL-1,2025-08-02 05:50:00,47.35,46.81,53.23,8.19,19.47,739.53,4.56
Station2_LOG00250,SRV036,CL-9,2025-08-02 05:58:00,76.38,80.51,11.13,26.79,11,716.27,6.4
Station2_LOG00251,SRV014,CL-10,2025-08-01 05:59:00,38.43,82.22,74.19,25.7,0.67,463.14,8.59
Station2_LOG00252,SRV094,CL-8,2025-08-02 06:36:00,72.96,28.64,67.3,6.86,10.69,241.43,5.95
Station2_LOG00253,SRV096,CL-4,2025-08-01 08:41:00,84.06,46.12,42.96,9.21,16.93,662.8,5.43
Station2_LOG00254,SRV023,CL-1,2025-08-02 00:47:00,69.45,,70.45,6.23,21.47,240.95,7.95
Station2_LOG00255,SRV056,CL-4,2025-08-02 11:35:00,63.35,84.5,40.33,9.5,16.5,981.27,6.5
Station2_LOG00256,SRV071,CL-2,2025-08-01 05:54:00,77.36,25.22,65.42,24.34,10.04,608.03,5.19
Station2_LOG00257,SRV071,CL-2,2025-08-01 17:43:00,39.33,56.7,25.07,19.59,17.62,736.17,5.34
Station2_LOG00258,SRV070,CL-1,2025-08-02 08:39:00,89.37,35.56,79.51,13.52,22.69,779.29,1.04
Station2_LOG00259,SRV001,CL-8,2025-08-02 03:49:00,71.63,67.35,6.23,1.6,6.08,738.04,2.89
Station2_LOG00260,SRV054,CL-9,2025-08-01 05:16:00,49.88,82.3,76.47,10.21,23.81,758.02,0.95
Station2_LOG00261,SRV078,CL-1,2025-08-02 11:45:00,75.05,88.03,62.05,17.19,20.12,850.23,5.75
Station2_LOG00262,SRV048,CL-9,2025-08-01 12:13:00,76.06,67.13,74.32,13.65,12.97,151.79,5.51
Station2_LOG00263,SRV054,CL-9,2025-08-01 03:44:00,10.38,50.13,7.5,3.65,4,896.08,9.12
Station2_LOG00264,SRV014,CL-10,2025-08-02 11:37:00,47.36,62.04,6.45,16.22,23.2,770.6,3.04
Station2_LOG00265,SRV041,CL-10,2025-08-01 19:18:00,45.38,87.51,32.28,10.83,,171.53,4.96
Station2_LOG00266,SRV026,CL-2,2025-08-02 22:50:00,89.34,46.96,46.58,0.74,19.78,615.11,9.13
Station2_LOG00267,SRV063,CL-10,2025-08-02 08:07:00,75.56,72.14,30.94,10.65,7.2,826.59,3.73
Station2_LOG00268,SRV027,CL-7,2025-08-01 04:45:00,39.99,25,69.57,4.6,14.63,346.13,7.5
Station2_LOG00269,SRV074,CL-3,2025-08-01 06:19:00,25.51,51.45,16.59,6.61,12.3,600.36,3.41
Station2_LOG00270,SRV006,CL-4,2025-08-01 07:44:00,61.28,77.73,26.1,29.33,18.41,359.13,9.78
Station2_LOG00271,SRV074,CL-3,2025-08-01 04:53:00,74.98,68.93,62.69,13.12,7.27,469.48,5.49
Station2_LOG00272,SRV032,CL-4,2025-08-02 18:54:00,77.07,67.61,11.11,18.24,14.67,235.1,1.73
Station2_LOG00273,SRV082,CL-10,2025-08-01 03:12:00,85.6,58.86,37.6,4.21,7.75,279.92,8.66
Station2_LOG00274,SRV063,CL-10,2025-08-02 10:44:00,41.91,89.16,26.53,4.78,10.77,882.48,1.59
Station2_LOG00275,SRV020,CL-9,2025-08-01 17:18:00,43.08,22.13,61.22,13.11,20.28,393.64,9.51
Station2_LOG00276,SRV043,CL-8,2025-08-01 06:59:00,63.52,47.94,30.29,26.52,18.34,470.41,8.63
Station2_LOG00277,SRV016,CL-2,2025-08-02 14:41:00,91.18,38.01,50.21,27.33,10.59,562.05,5.71
Station2_LOG00278,SRV045,CL-2,2025-08-02 22:56:00,47.93,65.93,48.39,20.65,20.12,618.93,3.15
Station2_LOG00279,SRV035,CL-6,2025-08-02 02:27:00,52.8,31.39,44.89,27.73,3.79,711.2,9.36
Station2_LOG00280,SRV026,CL-2,2025-08-02 02:20:00,43.24,44.12,75.32,13.74,2.63,848.68,7.51
Station2_LOG00281,SRV031,CL-7,2025-08-02 20:55:00,55.33,88.68,48.15,25.51,1.47,411.35,5.73
Station2_LOG00282,SRV040,CL-6,2025-08-02 14:18:00,30.66,73.4,11.54,1.15,13.79,619.2,9.69
Station2_LOG00283,SRV031,CL-7,2025-08-01 21:39:00,70.42,46.07,11.54,16.09,6.27,681.71,0.06
Station2_LOG00284,SRV029,CL-2,2025-08-01 12:16:00,87.11,46.17,46.88,29.62,5.7,518.3,4.67
Station2_LOG00285,SRV006,CL-4,2025-08-01 05:38:00,50.48,63.31,20.82,2.85,24.63,594.34,8.99
Station2_LOG00286,SRV084,CL-9,2025-08-01 09:46:00,93.31,,16.03,27.28,9.48,241.49,2.47
Station2_LOG00287,SRV050,CL-1,2025-08-01 02:10:00,45.63,85.54,40.79,12.84,5.72,588.09,7.97
Station2_LOG00288,SRV031,CL-7,2025-08-02 22:48:00,76.04,36.49,33.63,28.13,13.74,335.44,3.73
Station2_LOG00289,SRV078,CL-1,2025-08-02 22:43:00,63.43,46.12,45.72,25.33,4.59,423.32,0.42
Station2_LOG00290,SRV094,CL-8,2025-08-01 10:13:00,22.84,74.81,15.88,12.38,19.47,505.47,2.55
Station2_LOG00291,SRV028,CL-2,2025-08-01 12:51:00,59.74,66.62,43.06,0.83,16.97,382.74,3.03
Station2_LOG00292,SRV008,CL-1,2025-08-02 13:31:00,16.02,31.04,54.71,25.02,15.79,298.36,5.3
Station2_LOG00293,SRV031,CL-7,2025-08-02 15:36:00,88.39,65.6,7.75,25.47,12.57,662.58,1.41
Station2_LOG00294,SRV086,CL-4,2025-08-01 16:59:00,38.21,74.18,54.71,19.28,,785.43,0.65
Station2_LOG00295,SRV045,CL-2,2025-08-01 18:32:00,67.59,26.42,23.99,18.27,4.4,504.66,6.39
Station2_LOG00296,SRV014,CL-10,2025-08-01 14:05:00,27.17,54.51,40.42,24.97,6.44,842.3,7.54
Station2_LOG00297,SRV082,CL-10,2025-08-01 21:32:00,56.31,24.85,23.11,5.36,6.43,693.52,1.73
Station2_LOG00298,SRV005,CL-3,2025-08-02 08:22:00,56.88,76.87,66.57,27.93,19.65,110.71,6.66
Station2_LOG00299,SRV027,CL-7,2025-08-02 18:40:00,32.13,26.01,71.08,29.08,23.57,247.29,5.76
Station2_LOG00300,SRV011,CL-7,2025-08-02 17:39:00,89.86,24.53,40.23,19.2,22.05,407.51,5.8
Station2_LOG00301,SRV082,CL-10,2025-08-02 17:56:00,85.15,20.93,57.27,0.77,9.14,946.98,0.77
Station2_LOG00302,SRV048,CL-9,2025-08-01 01:55:00,17.11,40.26,9.74,6.93,0.71,979.99,7.58
Station2_LOG00303,SRV084,CL-9,2025-08-01 03:43:00,82.93,51.3,13.78,0.63,23.65,761.35,6.78
Station2_LOG00304,SRV082,CL-10,2025-08-01 19:51:00,35.32,72.67,77.63,20.06,19.97,421.18,2.52
Station2_LOG00305,SRV084,CL-9,2025-08-02 12:18:00,23.59,36.43,36.75,27.47,3.4,475.43,1.09
Station2_LOG00306,SRV036,CL-9,2025-08-01 18:16:00,24.35,55.04,72.73,12.2,10.29,241.4,8.77
Station2_LOG00307,SRV094,CL-8,2025-08-01 16:33:00,79.75,,22.44,24.37,4.43,303.83,9.67
Station2_LOG00308,SRV041,CL-10,2025-08-01 09:32:00,93.97,55.88,,9.03,13.4,933.31,5.36
Station2_LOG00309,SRV091,CL-2,2025-08-02 07:18:00,44.9,41.97,23.29,21.53,21.66,962.97,8.1
Station2_LOG00310,SRV013,CL-2,2025-08-01 03:01:00,64.79,60.32,66.74,11.95,6.33,547.62,1.05
Station2_LOG00311,SRV011,CL-7,2025-08-01 09:26:00,30.23,,55.92,5.14,24.57,682.73,1.01
Station2_LOG00312,SRV070,CL-1,2025-08-02 20:46:00,32.42,,66.74,7.45,14.75,462.6,3.83
Station2_LOG00313,SRV008,CL-1,2025-08-02 00:09:00,27.07,,76.55,21.58,10.35,458.07,7
Station2_LOG00314,SRV041,CL-10,2025-08-01 22:09:00,33.19,26.14,8.05,4.24,18.19,859.89,5
Station2_LOG00315,SRV017,CL-6,2025-08-01 22:39:00,90.16,88.32,18.67,11.97,,900.86,6.93
Station2_LOG00316,SRV045,CL-2,2025-08-02 12:41:00,75.33,28.68,30.23,15.7,19.92,272.75,5.84
Station2_LOG00317,SRV017,CL-6,2025-08-01 05:16:00,62.61,85.21,53.3,23.96,11.56,572.43,8.82
Station2_LOG00318,SRV071,CL-2,2025-08-01 10:48:00,52.38,89.61,77.48,24.39,2.87,945.7,9.4
Station2_LOG00319,SRV091,CL-2,2025-08-01 19:35:00,49.39,88.29,11.28,20.99,21.38,451.98,4.69
Station2_LOG00320,SRV082,CL-10,2025-08-01 16:22:00,19.85,43.15,33.77,1.27,2.5,695.93,6.74
Station2_LOG00321,SRV036,CL-9,2025-08-02 12:18:00,76.49,62.32,7.33,5.78,10.84,315.08,9.98
Station2_LOG00322,SRV084,CL-9,2025-08-01 05:17:00,84.67,75.57,10.54,11.96,23.05,528.59,9.77
Station2_LOG00323,SRV086,CL-4,2025-08-01 09:34:00,40.51,32.7,54.61,28.65,17.18,860.99,4.54
Station2_LOG00324,SRV005,CL-3,2025-08-02 00:09:00,91.56,67.77,53.86,11.22,12.33,617.88,3.31
Station2_LOG00325,SRV070,CL-1,2025-08-02 08:50:00,22.93,58.12,41.51,25.94,24.58,894.41,7.66
Station2_LOG00326,SRV040,CL-6,2025-08-02 12:43:00,32.84,72.78,12.17,29.78,19.54,737.95,0.66
Station2_LOG00327,SRV023,CL-1,2025-08-01 18:57:00,83.68,89.94,43,24.22,24.73,232.91,8.97
Station2_LOG00328,SRV066,CL-9,2025-08-02 13:14:00,26.37,47.11,23.14,22.8,0.84,584.55,4.7
Station2_LOG00329,SRV097,CL-3,2025-08-01 09:17:00,13.04,88.96,41.31,12.38,11.66,899.11,0.06
Station2_LOG00330,SRV014,CL-10,2025-08-02 00:57:00,75.24,75.72,33.92,8.81,3.33,519.56,5.97
Station2_LOG00331,SRV046,CL-7,2025-08-02 18:06:00,63.3,30.29,10.77,15.13,12.57,930.97,3.74
Station2_LOG00332,SRV045,CL-2,2025-08-01 08:09:00,63.39,47.6,60.56,23.83,15.84,906.85,2.78
Station2_LOG00333,SRV078,CL-1,2025-08-01 22:31:00,16.09,38.22,53.27,5.05,18.54,838.8,7.49
Station2_LOG00334,SRV034,CL-6,2025-08-01 03:59:00,11.61,35.13,16.56,29.5,20.51,457.22,1.96
Station2_LOG00335,SRV019,CL-2,2025-08-02 20:30:00,42.81,32.35,17.61,14.97,20.82,603.33,7.82
Station2_LOG00336,SRV032,CL-4,2025-08-01 17:18:00,85.3,20.1,79.18,19.86,18.45,158.62,7.33
Station2_LOG00337,SRV084,CL-9,2025-08-02 08:00:00,16.78,68.45,38.47,23.87,14.34,474.66,3.32
Station2_LOG00338,SRV005,CL-3,2025-08-01 07:02:00,16.43,27.1,27.38,11.05,5.64,583.65,0.63
Station2_LOG00339,SRV050,CL-1,2025-08-02 23:20:00,37.4,36.91,52.1,26.48,24.68,700.1,4.37
Station2_LOG00340,SRV048,CL-9,2025-08-01 14:23:00,49.47,24.91,,12.52,17.09,374.45,2.89
Station2_LOG00341,SRV041,CL-10,2025-08-02 02:25:00,33.62,66.73,26.07,23.6,13.86,378.7,6.63
Station2_LOG00342,SRV008,CL-1,2025-08-02 05:18:00,23.66,36.68,67.93,27.17,1.23,661.73,5.14
Station2_LOG00343,SRV019,CL-2,2025-08-02 05:10:00,55.54,53.39,74.62,20.65,14.69,493.62,5.12
Station2_LOG00344,SRV043,CL-8,2025-08-01 06:47:00,94.34,72.63,48.01,3.7,,364.8,5.83
Station2_LOG00345,SRV094,CL-8,2025-08-01 23:38:00,72.18,71.2,67.77,13.7,15.72,121.9,6.58
Station2_LOG00346,SRV005,CL-3,2025-08-01 09:13:00,15.44,51.35,13.84,13.32,11.89,933.57,6.34
Station2_LOG00347,SRV082,CL-10,2025-08-02 08:19:00,65.83,57.11,14.51,23.25,13.33,437.02,6.75
Station2_LOG00348,SRV084,CL-9,2025-08-01 04:50:00,53.2,22.79,51.98,6.5,20.93,911.44,1.35
Station2_LOG00349,SRV041,CL-10,2025-08-01 00:27:00,53.85,47.97,26.17,2.59,18.34,372.29,5.44
Station2_LOG00350,SRV077,CL-1,2025-08-01 11:05:00,59.67,24.36,51.22,3.57,21.72,522.48,6.53
Station2_LOG00351,SRV019,CL-2,2025-08-01 02:07:00,41.63,83.34,49.51,13.8,4.8,139.34,4.44
Station2_LOG00352,SRV084,CL-9,2025-08-02 19:31:00,61.73,21.48,23.1,11.79,20.96,375.65,4.86
Station2_LOG00353,SRV048,CL-9,2025-08-02 20:16:00,78.93,60.95,57.58,6.68,21.66,152.65,1.16
Station2_LOG00354,SRV081,CL-4,2025-08-01 00:10:00,27.03,63.25,75.76,12.11,16.44,530.09,7.83
Station2_LOG00355,SRV026,CL-2,2025-08-02 03:37:00,36.62,82.33,34.71,29,16.77,761.25,3.58
Station2_LOG00356,SRV010,CL-4,2025-08-02 21:11:00,52.2,76.59,58.15,23.15,13.9,299.36,7.79
Station2_LOG00357,SRV008,CL-1,2025-08-01 12:53:00,84.45,53.97,30.64,26.89,22.85,276.53,8.17
Station2_LOG00358,SRV041,CL-10,2025-08-01 05:16:00,83.88,51.96,53.04,2.91,10.11,530.51,3.27
Station2_LOG00359,SRV017,CL-6,2025-08-02 08:11:00,59.74,,,5.69,,944.76,2.64
Station2_LOG00360,SRV011,CL-7,2025-08-02 12:41:00,54.24,36.13,47.97,13.75,7.27,477.24,0.07
Station2_LOG00361,SRV096,CL-4,2025-08-02 00:30:00,84.49,56.7,74.37,26.2,21.21,173.65,3.47
Station2_LOG00362,SRV097,CL-3,2025-08-02 16:02:00,94.6,80.63,52.08,11.36,8.31,164.36,0.48
Station2_LOG00363,SRV005,CL-3,2025-08-01 03:21:00,38.03,32.07,74.04,5.36,13.62,357.58,1.25
Station2_LOG00364,SRV096,CL-4,2025-08-02 02:08:00,15.77,,72.07,19.93,23.62,292,2.06
Station2_LOG00365,SRV054,CL-9,2025-08-01 01:03:00,21.35,69.36,20.7,14.81,5.26,734.76,6.86
Station2_LOG00366,SRV011,CL-7,2025-08-01 12:22:00,31.08,76.57,45.96,5.47,3.89,531.8,7.32
Station2_LOG00367,SRV070,CL-1,2025-08-02 14:35:00,51.04,60.01,10.33,21.49,1.36,195.52,0.01
Station2_LOG00368,SRV029,CL-2,2025-08-02 09:15:00,77.88,79.04,,20.12,12.32,857.1,2.29
Station2_LOG00369,SRV034,CL-6,2025-08-01 22:07:00,36.8,,16.75,3.1,24.07,663.43,5.29
Station2_LOG00370,SRV001,CL-8,2025-08-02 10:18:00,88.23,25.2,65.62,14.91,4.66,708.65,5.11
Station2_LOG00371,SRV089,CL-1,2025-08-01 12:28:00,68.16,89.09,24.25,22.31,11.24,765.86,0.73
Station2_LOG00372,SRV034,CL-6,2025-08-01 01:21:00,65.94,71.17,51.94,24.27,4.81,221.48,8.94
Station2_LOG00373,SRV031,CL-7,2025-08-02 23:00:00,50.57,44.15,43.73,27.38,,491.25,1.85
Station2_LOG00374,SRV023,CL-1,2025-08-01 13:36:00,74.41,44.49,47.43,1.19,19.89,337.04,3.69
Station2_LOG00375,SRV074,CL-3,2025-08-01 04:09:00,94.67,84.47,45.27,24.14,8.57,867.05,3.38
Station2_LOG00376,SRV043,CL-8,2025-08-01 18:47:00,15.58,38.39,50.01,5.1,8.72,311.67,0.25
Station2_LOG00377,SRV070,CL-1,2025-08-02 17:32:00,48.72,64.65,64.88,18.52,18.66,920.97,7.46
Station2_LOG00378,SRV010,CL-4,2025-08-01 21:25:00,30.29,77.14,17.77,1.67,24.6,855.26,9.65
Station2_LOG00379,SRV036,CL-9,2025-08-02 01:51:00,59.34,23.52,39.38,9.58,14.32,960.36,9.34
Station2_LOG00380,SRV012,CL-3,2025-08-01 17:21:00,69.03,86.08,11.57,10.04,9.26,287.89,9.56
Station2_LOG00381,SRV017,CL-6,2025-08-01 11:19:00,54.04,22.76,73.81,2.59,,462.93,2.76
Station2_LOG00382,SRV045,CL-2,2025-08-01 00:55:00,47.68,69.64,53.48,14.53,22.79,182.82,4.53
Station2_LOG00383,SRV011,CL-7,2025-08-02 06:16:00,52.55,20.6,26.06,11.77,11.66,888.15,3.4
Station2_LOG00384,SRV077,CL-1,2025-08-01 06:39:00,87.09,,78.23,15.82,23.13,632.31,9.11
Station2_LOG00385,SRV027,CL-7,2025-08-01 12:10:00,42.3,74.4,32.92,5.95,1.47,295.32,4.13
Station2_LOG00386,SRV034,CL-6,2025-08-02 21:15:00,57.22,34.84,49.83,19.48,20.22,406.67,2.39
Station2_LOG00387,SRV026,CL-2,2025-08-02 05:11:00,28.68,86.43,54.76,3.22,20.36,343.11,0.15
Station2_LOG00388,SRV074,CL-3,2025-08-01 09:38:00,90.43,69.84,67.77,16.58,23.52,646.05,0.67
Station2_LOG00389,SRV029,CL-2,2025-08-01 22:29:00,53.22,,60.22,4.51,1.84,646.71,0.01
Station2_LOG00390,SRV089,CL-1,2025-08-02 09:42:00,80.67,30.13,63.81,15.28,0.78,445.34,7.33
Station2_LOG00391,SRV017,CL-6,2025-08-02 05:50:00,61.91,,13.63,12.28,11.29,889.2,8.21
Station2_LOG00392,SRV097,CL-3,2025-08-01 01:17:00,85.49,29.93,21.34,2.45,7.37,275.25,1.55
Station2_LOG00393,SRV089,CL-1,2025-08-01 08:22:00,35.48,86.13,25.35,28.28,2.84,835.85,5.19
Station2_LOG00394,SRV013,CL-2,2025-08-01 18:18:00,16.02,30.82,51.34,20.29,19.85,931.49,4.35
Station2_LOG00395,SRV070,CL-1,2025-08-02 18:42:00,10.27,27.43,37.24,25.02,5.2,904.3,4.55
Station2_LOG00396,SRV045,CL-2,2025-08-02 15:27:00,85.15,,66.96,29.34,23.07,660.46,9.27
Station2_LOG00397,SRV067,CL-5,2025-08-02 16:11:00,81.49,48.78,26.05,5.5,6.95,410.82,9.33
Station2_LOG00398,SRV094,CL-8,2025-08-01 15:22:00,84.57,,40.12,27.11,11.11,172.74,1.8
Station2_LOG00399,SRV006,CL-4,2025-08-02 19:14:00,76.53,81.02,30.5,20.7,2.07,158.96,8.65
Station2_LOG00400,SRV050,CL-1,2025-08-02 10:21:00,19.18,42.41,75.25,28.6,11.4,199.49,8.56
Station2_LOG00401,SRV091,CL-2,2025-08-01 22:25:00,21.79,,5.73,3.01,11.45,237.16,8.58
Station2_LOG00402,SRV043,CL-8,2025-08-01 15:14:00,79.58,67.84,71.88,18.55,15.52,231.82,1.78
Station2_LOG00403,SRV089,CL-1,2025-08-02 09:31:00,85.06,,37.17,28.05,5.86,544.06,8.97
Station2_LOG00404,SRV034,CL-6,2025-08-01 17:29:00,88.73,30.56,56.33,29.6,23.37,373.2,7.93
Station2_LOG00405,SRV028,CL-2,2025-08-01 07:11:00,89.62,74.82,48.24,10.53,12.92,632.45,6.6
Station2_LOG00406,SRV091,CL-2,2025-08-02 10:34:00,13.04,81.28,6.81,20.14,5.98,850.92,6.12
Station2_LOG00407,SRV086,CL-4,2025-08-01 07:27:00,18.77,24.02,17.8,3.65,11.3,792.95,9.75
Station2_LOG00408,SRV046,CL-7,2025-08-01 10:58:00,13.63,65.89,73.39,18.74,16.35,861.41,7.66
Station2_LOG00409,SRV032,CL-4,2025-08-02 06:57:00,29.24,,23.49,3.59,14.7,202.48,8.85
Station2_LOG00410,SRV048,CL-9,2025-08-02 06:38:00,47.68,77.24,36,1.66,18.62,537.59,0.41
Station2_LOG00411,SRV078,CL-1,2025-08-01 02:35:00,75.96,,67.32,15.54,12.5,953.67,1.29
Station2_LOG00412,SRV056,CL-4,2025-08-01 03:01:00,82.38,24.51,28.77,22.72,9.87,726.85,0.25
Station2_LOG00413,SRV005,CL-3,2025-08-02 09:12:00,72.69,,11.27,27.85,21.9,698.29,5.26
Station2_LOG00414,SRV091,CL-2,2025-08-02 18:48:00,41.62,,20.86,23.52,24.11,257.83,9.57
Station2_LOG00415,SRV067,CL-5,2025-08-02 20:11:00,16.7,30.98,72.46,12.46,8.2,290.11,3.93
Station2_LOG00416,SRV028,CL-2,2025-08-02 16:48:00,75.61,71.92,7.66,26.36,,868.5,9.2
Station2_LOG00417,SRV035,CL-6,2025-08-02 23:27:00,54.68,,28.84,21.13,3.33,708.51,9.1
Station2_LOG00418,SRV001,CL-8,2025-08-02 02:30:00,67.05,,18.4,21.54,20.57,927.43,2.05
Station2_LOG00419,SRV082,CL-10,2025-08-01 06:50:00,57.03,,78.19,23.08,20.92,677.06,0.53
Station2_LOG00420,SRV001,CL-8,2025-08-02 13:35:00,34.37,62.08,44.24,14.27,12.23,618.37,0.84
Station2_LOG00421,SRV094,CL-8,2025-08-02 08:49:00,52.86,32.47,32.59,12.13,14.08,884.76,9.03
Station2_LOG00422,SRV097,CL-3,2025-08-02 14:22:00,88.58,66.14,,13.83,7.63,626.06,2.16
Station2_LOG00423,SRV026,CL-2,2025-08-01 15:14:00,11.18,60.18,39.62,5.69,12.69,653.58,5.39
Station2_LOG00424,SRV081,CL-4,2025-08-01 17:52:00,59.48,62.89,75.36,29.99,19.19,647.71,0.81
Station2_LOG00425,SRV048,CL-9,2025-08-02 18:58:00,41.63,58.13,24.8,29.1,4.52,414.21,6.86
Station2_LOG00426,SRV029,CL-2,2025-08-02 22:50:00,93.06,65.9,20.4,21.89,16.64,577.68,7.54
Station2_LOG00427,SRV056,CL-4,2025-08-02 02:56:00,17.07,76.95,5.09,27.67,15.92,636.26,4.37
Station2_LOG00428,SRV077,CL-1,2025-08-02 21:01:00,71.68,23.97,77.97,11.45,24.66,916.22,5.76
Station2_LOG00429,SRV026,CL-2,2025-08-01 19:05:00,66.7,55.41,50.17,28.42,,778.85,2.26
Station2_LOG00430,SRV071,CL-2,2025-08-02 14:45:00,10.69,24.78,59.89,26.33,3.54,840.44,8.52
Station2_LOG00431,SRV082,CL-10,2025-08-01 23:25:00,78.59,82.61,77.84,8.19,,787.63,3.63
Station2_LOG00432,SRV073,CL-3,2025-08-01 23:52:00,41.76,67.89,32.9,6.45,19.22,167.5,9.37
Station2_LOG00433,SRV012,CL-3,2025-08-02 07:24:00,94.95,80.59,25.11,3.55,12.14,489.77,0.69
Station2_LOG00434,SRV094,CL-8,2025-08-01 17:20:00,66.89,70.44,10.65,14.37,18.29,209.4,4.09
Station2_LOG00435,SRV070,CL-1,2025-08-01 02:40:00,10.25,24,64.07,15.53,4.73,932.63,5.88
Station2_LOG00436,SRV008,CL-1,2025-08-02 14:03:00,61.83,28.69,45.89,24.33,16.12,955.22,6.88
Station2_LOG00437,SRV040,CL-6,2025-08-02 17:30:00,20.85,39.81,51.85,20.14,1.65,320.64,4.75
Station2_LOG00438,SRV029,CL-2,2025-08-01 11:10:00,35.48,60.25,68.01,14.88,17.81,758.19,8.18
Station2_LOG00439,SRV034,CL-6,2025-08-02 06:12:00,31.58,39.09,40.37,12.14,22.43,535.66,8.8
Station2_LOG00440,SRV048,CL-9,2025-08-02 15:47:00,33.4,71.56,40.21,27.23,13.58,127.05,6.69
Station2_LOG00441,SRV029,CL-2,2025-08-02 10:15:00,38.92,,66.56,24.46,1.38,304.16,2.48
Station2_LOG00442,SRV023,CL-1,2025-08-02 08:20:00,17.01,,51.97,7.27,5.4,527.99,7.87
Station2_LOG00443,SRV010,CL-4,2025-08-01 06:24:00,81.14,72.56,45.8,12.42,1.46,774.94,0.76
Station2_LOG00444,SRV035,CL-6,2025-08-01 03:38:00,26.24,76.56,59.34,10.42,1.22,613.8,5.84
Station2_LOG00445,SRV013,CL-2,2025-08-01 04:30:00,35.19,45.56,25.61,16.69,19.92,105.59,7.04
Station2_LOG00446,SRV086,CL-4,2025-08-01 17:51:00,70.23,31.13,12.57,28.56,4.1,402.52,7.02
Station2_LOG00447,SRV097,CL-3,2025-08-01 18:34:00,64.13,67.34,,3.04,13.69,776.33,7.21
Station2_LOG00448,SRV008,CL-1,2025-08-01 01:55:00,87.1,87.55,7.81,5.46,5.92,924.53,6.87
Station2_LOG00449,SRV016,CL-2,2025-08-01 16:18:00,83.18,,60.49,18.19,13.77,484.39,8.36
Station2_LOG00450,SRV066,CL-9,2025-08-01 08:01:00,64,22.23,51.78,1.86,,989.25,8.89
Station2_LOG00451,SRV017,CL-6,2025-08-01 00:32:00,18.85,,28.89,20.45,20.67,554.12,8.48
Station2_LOG00452,SRV054,CL-9,2025-08-02 19:51:00,33.94,85.63,71.66,18.85,1.01,719.01,2.82
Station2_LOG00453,SRV094,CL-8,2025-08-02 14:07:00,74.15,48.52,18.41,28.62,11.72,649.3,2.21
Station2_LOG00454,SRV097,CL-3,2025-08-02 07:49:00,82.63,31.87,65.95,17.45,13.44,284.6,4.15
Station2_LOG00455,SRV077,CL-1,2025-08-01 17:03:00,87.21,30.31,27.26,5.58,5.5,813.95,2.88
Station2_LOG00456,SRV081,CL-4,2025-08-01 22:00:00,11.57,64.05,63.46,13.68,17.09,911.73,8.1
Station2_LOG00457,SRV094,CL-8,2025-08-01 21:10:00,41.47,20.63,27.44,6.43,22.6,583.95,3.05
Station2_LOG00458,SRV056,CL-4,2025-08-02 22:59:00,64.48,37.17,54.22,16.71,12.82,681.89,0.73
Station2_LOG00459,SRV077,CL-1,2025-08-02 03:06:00,94.47,50.96,45.22,16.58,19.73,207.56,1.01
