Log_ID,Server_ID,Server_Cluster,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Config_Version,Last_Patch_Date,Deployment_Token
Station1_LOG00152,SRV097,CL-3,2025-08-02 02:17:00,80.81,,30.59,1.61,6.12,921.04,6.42,v1.1.2,2024-02-20 00:00:00,Q3W6BDJ7H7
Station1_LOG00153,SRV094,CL-8,2025-08-02 08:24:00,45.37,67.31,21.72,16.38,18.44,177.4,0.8,v3.1.0,2024-12-04 00:00:00,VQXO2DWN71
Station1_LOG00154,SRV011,CL-7,2025-08-02 00:13:00,45.13,74.58,19.68,26.56,17.5,730.36,0.39,v1.0.0,2024-12-17 00:00:00,JUK9QS57WC
Station1_LOG00155,SRV014,CL-10,2025-08-02 05:52:00,75.09,23.34,49.22,11.41,19.99,253.21,5.14,v1.0.0,2024-01-16 00:00:00,7UY4SAEQ1Z
Station1_LOG00156,SRV063,CL-10,2025-08-02 07:56:00,66.13,81,43.9,10.13,20.99,549.1,5.21,v1.0.0,2024-10-16 00:00:00,9F6Y5V9JRE
Station1_LOG00157,SRV077,CL-1,2025-08-01 13:30:00,54.75,61.8,10.48,22.04,20.16,299.3,5.23,v3.1.0,2024-09-28 00:00:00,D6GKA0T2Q8
Station1_LOG00158,SRV001,CL-8,2025-08-01 02:08:00,37.71,,71.76,9.42,4.03,938.71,5.15,v2.0.3,2024-04-26 00:00:00,1HOG8EV2NY
Station1_LOG00159,SRV048,CL-9,2025-08-02 02:06:00,88.79,25.66,62.64,20.08,14.09,669.25,9.77,v3.1.0,2024-01-13 00:00:00,2YMPYI46N0
Station1_LOG00160,SRV031,CL-7,2025-08-01 09:41:00,58.62,,78.34,4.02,9.11,719.96,8.27,v3.1.0,2024-05-27 00:00:00,FCRAHB73SJ
Station1_LOG00161,SRV046,CL-7,2025-08-01 10:41:00,22.15,44.03,25.89,19.25,8.12,618.75,6.01,v1.0.0,2024-10-18 00:00:00,5UK4SHA60V
Station1_LOG00162,SRV073,CL-3,2025-08-01 05:05:00,16.06,35.38,10.55,27.03,13.72,880.89,5.52,v1.1.2,2024-02-12 00:00:00,6NZ1Z9ZO2I
Station1_LOG00163,SRV073,CL-3,2025-08-02 17:56:00,83.97,58.46,58.26,23.26,6.67,510.88,9.07,v1.0.0,2024-01-11 00:00:00,AE16P1FS32
Station1_LOG00164,SRV020,CL-9,2025-08-01 08:20:00,11.5,61.86,19.34,16.84,5.24,902.95,4.84,v1.0.0,2024-03-18 00:00:00,166LDINUSM
Station1_LOG00165,SRV040,CL-6,2025-08-01 17:43:00,13.71,29.84,58.6,10.19,14.88,659.99,1.5,v3.1.0,2024-03-08 00:00:00,0AKK14NK1Q
Station1_LOG00166,SRV089,CL-1,2025-08-01 02:30:00,51.98,39.7,31.85,1.57,,858.26,2.33,v1.1.2,2024-01-27 00:00:00,SENJXTXIXC
Station1_LOG00167,SRV035,CL-6,2025-08-01 06:40:00,62.16,23.29,15.53,3.65,22.41,434.52,6.36,v1.0.0,2024-03-15 00:00:00,KCK4ZYNFGJ
Station1_LOG00168,SRV071,CL-2,2025-08-02 02:55:00,92.56,62.05,36.61,26.52,15.05,352.05,8.1,v3.1.0,2024-03-18 00:00:00,SKBOJAXNHR
Station1_LOG00169,SRV078,CL-1,2025-08-01 04:36:00,57.06,80.21,25.41,27.51,2.7,330,8.43,v1.1.2,2024-12-18 00:00:00,8OPEVHTZ4V
Station1_LOG00170,SRV043,CL-8,2025-08-02 03:44:00,49.07,79.09,66.01,24.02,23.05,508.39,0.42,v3.1.0,2024-10-22 00:00:00,ICMNIA2Y7V
Station1_LOG00171,SRV001,CL-8,2025-08-01 09:53:00,51.12,47.99,78.05,5.69,24.19,242.1,1.73,v2.0.3,2024-10-28 00:00:00,Q81LY0OCRV
Station1_LOG00172,SRV046,CL-7,2025-08-02 07:37:00,37.23,51.73,22.36,24.75,9.91,576.72,4.8,v3.1.0,2024-02-19 00:00:00,ZA3SFGHO4Q
Station1_LOG00173,SRV010,CL-4,2025-08-01 14:04:00,15.13,36.91,7.28,7.71,2.64,297.46,1.06,v1.1.2,2024-08-04 00:00:00,DCQN5PERPC
Station1_LOG00174,SRV034,CL-6,2025-08-01 20:06:00,52.38,72.64,34.01,11.7,2.55,486.71,5.63,v2.0.3,2024-05-27 00:00:00,TUIN748AV3
Station1_LOG00175,SRV026,CL-2,2025-08-01 12:46:00,70.11,,20.2,12.67,19.98,765.61,8.9,v1.0.0,2024-02-09 00:00:00,GORCPACQ5A
Station1_LOG00176,SRV019,CL-2,2025-08-01 14:44:00,55.13,67.54,12.97,14.89,18.01,607.03,9.72,v3.1.0,2024-01-11 00:00:00,Y7KHG4G7NI
Station1_LOG00177,SRV043,CL-8,2025-08-01 07:43:00,75.17,42.85,17.18,12.29,10.44,393.77,2.4,v3.1.0,2024-07-08 00:00:00,6AIU01LC5W
Station1_LOG00178,SRV073,CL-3,2025-08-02 17:49:00,73,65.88,11.97,15.09,22.57,371.37,3.16,v1.1.2,2024-12-20 00:00:00,IQF1G5FU3H
Station1_LOG00179,SRV017,CL-6,2025-08-02 20:31:00,85.41,,40.22,19.24,20.65,292.05,5.63,v3.1.0,2024-01-05 00:00:00,3ZQX3QFXMH
Station1_LOG00180,SRV014,CL-10,2025-08-02 09:23:00,11.94,22.44,55.96,13.87,4.77,113.04,8.08,v1.0.0,2024-08-24 00:00:00,A4P3PRNO5G
Station1_LOG00181,SRV050,CL-1,2025-08-02 13:14:00,30.4,,40.29,20.15,3.63,697.64,8.74,v1.1.2,2024-10-02 00:00:00,F16185IBJU
Station1_LOG00182,SRV096,CL-4,2025-08-01 02:21:00,85.58,24.79,7.92,13.59,16.88,835.59,1.64,v1.1.2,2024-04-07 00:00:00,G8ICFNXL4C
Station1_LOG00183,SRV091,CL-2,2025-08-02 18:12:00,54.37,54.43,47.57,28.85,6.58,549.54,8.59,v2.0.3,2024-12-22 00:00:00,6IOSTUZHG1
Station1_LOG00184,SRV096,CL-4,2025-08-01 13:09:00,84.39,56.63,44.23,20.7,23.5,447.76,2.88,v1.1.2,2024-10-14 00:00:00,E3AU09IE8J
Station1_LOG00185,SRV026,CL-2,2025-08-01 18:26:00,75.89,,53.79,2.36,19.8,312.11,3.95,v2.0.3,2024-10-13 00:00:00,L5VECF8OCQ
Station1_LOG00186,SRV084,CL-9,2025-08-02 16:08:00,24.28,26.64,67.71,25.67,12.96,655.54,6.5,v3.1.0,2024-03-20 00:00:00,1JDHQW2VGQ
Station1_LOG00187,SRV036,CL-9,2025-08-02 23:59:00,45.76,62.04,5.3,21.84,6.93,932.47,9.12,v3.1.0,2024-03-14 00:00:00,4JLYS7JD6Z
Station1_LOG00188,SRV067,CL-5,2025-08-02 18:22:00,14.96,61.08,32.61,5.86,0.54,967.31,5.56,v1.0.0,2024-01-19 00:00:00,VX56LECFDM
Station1_LOG00189,SRV067,CL-5,2025-08-01 15:43:00,48.59,85.77,37.33,4.06,21.69,487.65,2.74,v2.0.3,2024-04-24 00:00:00,1DXKXB4RVW
Station1_LOG00190,SRV086,CL-4,2025-08-01 17:48:00,43.23,70.41,50.82,20.1,9.08,470.84,2.59,v2.0.3,2024-03-05 00:00:00,8SI3WYZTDG
Station1_LOG00191,SRV066,CL-9,2025-08-01 00:30:00,37.56,52.49,72.73,17.75,18.73,594.91,2.04,v3.1.0,2024-08-21 00:00:00,NU851V9PD5
Station1_LOG00192,SRV097,CL-3,2025-08-01 03:54:00,85.53,34.14,22.83,25.74,18.07,628.17,7.15,v2.0.3,2024-07-09 00:00:00,CSW2MSG0G1
Station1_LOG00193,SRV020,CL-9,2025-08-02 23:45:00,51.55,28.8,39.54,1.99,6.93,800.14,0.7,v1.1.2,2024-01-24 00:00:00,SOEVGKH250
Station1_LOG00194,SRV067,CL-5,2025-08-01 05:28:00,43.74,24.29,42.67,19.42,4.99,973.47,0.49,v1.1.2,2024-03-28 00:00:00,M1TM27O19Q
Station1_LOG00195,SRV091,CL-2,2025-08-02 13:42:00,63.55,38.04,10.1,16.05,5.06,967.68,6.78,v1.1.2,2024-11-01 00:00:00,D82IJKUV2V
Station1_LOG00196,SRV067,CL-5,2025-08-02 20:43:00,89.49,49.4,58.19,14.43,15.38,842.92,3.07,v1.0.0,2024-03-14 00:00:00,OJ3M48NGC4
Station1_LOG00197,SRV032,CL-4,2025-08-02 20:10:00,77.52,,49.94,20.3,9.13,902.95,3.7,v1.0.0,2024-12-25 00:00:00,DHNHWEKQDV
Station1_LOG00198,SRV097,CL-3,2025-08-02 02:05:00,25.82,21.37,39.9,10.15,24.64,249.17,0.92,v1.0.0,2024-09-05 00:00:00,QXLKDYP4RP
Station1_LOG00199,SRV034,CL-6,2025-08-01 08:51:00,32.45,63.87,48.44,17.11,16.64,786.85,4.65,v2.0.3,2024-01-01 00:00:00,UIGJD3X4YH
Station1_LOG00200,SRV016,CL-2,2025-08-01 13:31:00,12.48,74.53,77.47,20.58,14.65,296.19,7.12,v2.0.3,2024-05-23 00:00:00,DPEHDM6K6H
Station1_LOG00201,SRV008,CL-1,2025-08-01 12:11:00,18.13,52.18,13.01,11.39,21.7,153.91,0.23,v2.0.3,2024-08-14 00:00:00,61PY2VG935
Station1_LOG00202,SRV073,CL-3,2025-08-01 04:44:00,49.82,50.51,57.07,6.31,13.09,869.54,4.76,v3.1.0,2024-01-03 00:00:00,4RWGKG5KHL
Station1_LOG00203,SRV043,CL-8,2025-08-01 18:14:00,30.76,,73.75,4.87,23.99,545.23,5.85,v2.0.3,2024-07-25 00:00:00,MH3UQ1AMKT
Station1_LOG00204,SRV046,CL-7,2025-08-01 15:23:00,71.53,68.37,22.7,28.7,5.36,293.28,2.54,v1.0.0,2024-05-23 00:00:00,QHPZCA8VI5
Station1_LOG00205,SRV020,CL-9,2025-08-02 18:43:00,38.37,73.28,30.51,19.13,1.47,964.95,3.23,v1.1.2,2024-02-13 00:00:00,0I2V4B2RCY
Station1_LOG00206,SRV084,CL-9,2025-08-01 03:24:00,59.04,61.32,15.77,15.56,8.94,738.36,2.04,v1.0.0,2024-05-08 00:00:00,Q8SJQONTQX
Station1_LOG00207,SRV071,CL-2,2025-08-01 23:59:00,70.96,78.8,79.15,3.8,2.14,732.98,9.79,v3.1.0,2024-03-22 00:00:00,51O762NKYS
Station1_LOG00208,SRV012,CL-3,2025-08-02 11:19:00,26.08,41.78,77.04,28.62,3.22,664.23,1.82,v1.1.2,2024-08-16 00:00:00,7G4ASMZX4N
Station1_LOG00209,SRV016,CL-2,2025-08-01 19:48:00,85.39,20.26,40.67,21.88,5.85,695.08,1.96,v3.1.0,2024-01-11 00:00:00,6IIJPSHOXX
Station1_LOG00210,SRV070,CL-1,2025-08-01 01:31:00,77.7,51.37,65.47,19.37,22.38,606.08,9.64,v1.0.0,2024-09-05 00:00:00,GGO46X1W1Q
Station1_LOG00211,SRV020,CL-9,2025-08-02 20:10:00,25.31,49.04,69.64,13.45,8.54,220.59,8.32,v2.0.3,2024-11-20 00:00:00,3BQHOK3ZY5
Station1_LOG00212,SRV012,CL-3,2025-08-02 10:23:00,21.06,52,64.71,8.64,,932.3,6.03,v2.0.3,2024-11-11 00:00:00,44WUFEQJ4P
Station1_LOG00213,SRV078,CL-1,2025-08-02 23:47:00,81.79,88.59,46.07,2.71,22.77,781.15,0.16,v3.1.0,2024-01-14 00:00:00,OGCC1U86AG
Station1_LOG00214,SRV016,CL-2,2025-08-02 15:36:00,63.4,47.71,19.73,6.6,18.24,796.41,8.06,v1.0.0,2024-11-19 00:00:00,37RUPL5H2Q
Station1_LOG00215,SRV074,CL-3,2025-08-02 07:14:00,58.14,86.63,26.69,1.47,22.07,953.46,5.9,v2.0.3,2024-10-09 00:00:00,GVFHZT8I5Y
Station1_LOG00216,SRV013,CL-2,2025-08-01 16:12:00,66.99,26.68,21.46,25.08,24.28,736.16,5.19,v1.0.0,2024-02-10 00:00:00,MU9Q9VCMTG
Station1_LOG00217,SRV028,CL-2,2025-08-02 01:06:00,76.8,28.89,60.05,12.12,3.1,200.49,0.76,v2.0.3,2024-04-18 00:00:00,60K23Z2Y3C
Station1_LOG00218,SRV050,CL-1,2025-08-02 12:46:00,41.77,21.73,35.11,6.64,17.13,491.41,8.38,v1.0.0,2024-07-21 00:00:00,NXXYMXU16B
Station1_LOG00219,SRV084,CL-9,2025-08-02 01:54:00,69.76,69,70.94,21.43,9.57,562.71,2.75,v1.1.2,2024-11-17 00:00:00,DA71EBVFWB
Station1_LOG00220,SRV014,CL-10,2025-08-01 03:16:00,93.62,61.39,55.51,9.55,23.32,432.93,4.91,v1.0.0,2024-08-06 00:00:00,OTVOG5KKS1
Station1_LOG00221,SRV032,CL-4,2025-08-01 02:03:00,79.47,29.89,,13.14,7.21,964.69,2.17,v2.0.3,2024-10-06 00:00:00,XQJCTPVEV6
Station1_LOG00222,SRV011,CL-7,2025-08-01 07:31:00,40.94,37.95,16.85,19.57,18.46,600.04,4.13,v1.0.0,2024-09-02 00:00:00,T4IEC1G7H6
Station1_LOG00223,SRV017,CL-6,2025-08-01 18:03:00,42.71,76.67,70.41,26.41,7.59,250.2,9.27,v3.1.0,2024-11-21 00:00:00,GJ9Y56CA03
Station1_LOG00224,SRV078,CL-1,2025-08-02 20:54:00,41.09,25.31,27.21,5.34,21.28,908.74,8.7,v1.1.2,2024-07-20 00:00:00,AD78QIG6UO
Station1_LOG00225,SRV019,CL-2,2025-08-01 04:00:00,17.16,66.98,52.41,5.33,21.05,498.08,3.59,v1.0.0,2024-03-25 00:00:00,KNE1YBMZPS
Station1_LOG00226,SRV063,CL-10,2025-08-01 05:24:00,23.44,52.41,24.88,15.13,23.61,465.16,3.23,v2.0.3,2024-11-01 00:00:00,853J5SFMZQ
Station1_LOG00227,SRV089,CL-1,2025-08-02 10:01:00,39.68,33.56,68.49,10.45,20.14,811.43,5,v3.1.0,2024-07-05 00:00:00,98IBOQ18OV
Station1_LOG00228,SRV013,CL-2,2025-08-01 08:49:00,31.96,55.73,18.06,25.12,18.77,264.72,0.25,v1.1.2,2024-03-24 00:00:00,BJVNFOWAPC
Station1_LOG00229,SRV028,CL-2,2025-08-02 06:58:00,12.78,55.42,38.62,29.72,24.77,701.93,1.92,v1.1.2,2024-06-13 00:00:00,VV6V3V020I
Station1_LOG00230,SRV010,CL-4,2025-08-01 21:53:00,91.06,68.59,53.93,16.91,6.78,682.87,6.84,v3.1.0,2024-09-17 00:00:00,QRVN2AEJGS
Station1_LOG00231,SRV010,CL-4,2025-08-01 17:10:00,41.02,85.05,30.07,4.28,17.96,676.36,3.24,v1.1.2,2024-10-17 00:00:00,09VFEAACKX
Station1_LOG00232,SRV056,CL-4,2025-08-02 20:56:00,23.52,36.87,39.34,12.97,19.77,964.62,7.45,v1.0.0,2024-05-24 00:00:00,XIBK7CKASU
Station1_LOG00233,SRV035,CL-6,2025-08-01 21:56:00,41.21,33.73,34.96,13.81,23.1,364.36,1.41,v1.1.2,2024-01-19 00:00:00,WPLYK0YZKA
Station1_LOG00234,SRV063,CL-10,2025-08-02 18:23:00,80.88,22.77,61.61,28.38,6.79,155.17,9.96,v1.1.2,2024-04-11 00:00:00,3B79P7D7UW
Station1_LOG00235,SRV096,CL-4,2025-08-01 08:32:00,51.91,76.19,70.68,18.52,23.38,471.23,9.63,v1.0.0,2024-11-28 00:00:00,NT5DXI7QOD
Station1_LOG00236,SRV077,CL-1,2025-08-02 11:55:00,22.17,25.92,18.33,9.58,12.75,836.62,1.07,v2.0.3,2024-01-10 00:00:00,I7REFICGXL
Station1_LOG00237,SRV045,CL-2,2025-08-02 03:37:00,37.65,,7.81,15.87,10.02,780.02,0.94,v1.1.2,2024-11-06 00:00:00,C9MIDUX8FM
Station1_LOG00238,SRV020,CL-9,2025-08-02 18:27:00,43.21,80.08,34.76,24.52,22.58,168.27,0.05,v1.1.2,2024-09-16 00:00:00,GQG034L4KV
Station1_LOG00239,SRV011,CL-7,2025-08-01 18:29:00,88.4,87.09,,21.9,20.13,325.74,4.76,v3.1.0,2024-03-25 00:00:00,I975YQL1V2
Station1_LOG00240,SRV027,CL-7,2025-08-02 18:59:00,25.13,,40.19,28.17,13.82,341.7,8.84,v2.0.3,2024-02-16 00:00:00,Z8FTMJN8B3
Station1_LOG00241,SRV056,CL-4,2025-08-02 14:06:00,20.74,69.86,59.62,9.88,5.61,397.75,7.71,v1.0.0,2024-12-24 00:00:00,3L4JZWYIX7
Station1_LOG00242,SRV056,CL-4,2025-08-01 03:12:00,35.23,70.8,58.52,18.24,,330.5,2.9,v2.0.3,2024-01-19 00:00:00,I3AL6EJA1V
Station1_LOG00243,SRV089,CL-1,2025-08-02 13:16:00,12.42,47.05,21.73,23.42,5.21,444.78,8.89,v1.1.2,2024-10-13 00:00:00,OF70IN3TYK
Station1_LOG00244,SRV054,CL-9,2025-08-02 23:20:00,42.38,25.96,28.37,21.6,9.12,344.81,6.58,v1.0.0,2024-03-13 00:00:00,LVM8NYZHHI
Station1_LOG00245,SRV010,CL-4,2025-08-02 04:30:00,76.17,75.65,25.3,29.59,23.51,357.48,6.32,v3.1.0,2024-05-09 00:00:00,4SSB1PBZVR
Station1_LOG00246,SRV066,CL-9,2025-08-01 02:54:00,75.52,86.81,,3.4,15.57,406.09,6.05,v1.0.0,2024-10-23 00:00:00,WT0Y5KIDY6
Station1_LOG00247,SRV017,CL-6,2025-08-02 02:36:00,82.19,74.63,22.65,10.92,21.73,561.28,8.59,v2.0.3,2024-09-02 00:00:00,M2IXEXB92Y
Station1_LOG00248,SRV010,CL-4,2025-08-01 10:50:00,28.98,72.53,25.01,9.8,22.96,796.22,3.11,v3.1.0,2024-11-01 00:00:00,R8NKRZ25YY
Station1_LOG00249,SRV063,CL-10,2025-08-01 09:23:00,85.12,46.79,45.37,8.26,11.47,444.39,3.3,v1.0.0,2024-05-13 00:00:00,03U0UP229E
Station1_LOG00250,SRV094,CL-8,2025-08-02 03:48:00,70.39,52.62,13.63,26.13,12.94,304.81,9.42,v3.1.0,2024-01-12 00:00:00,IA0CTAN36A
Station1_LOG00251,SRV046,CL-7,2025-08-02 02:30:00,10.37,32.49,,7.38,10.71,674.35,5.44,v1.0.0,2024-07-08 00:00:00,BOPAB05DWJ
Station1_LOG00252,SRV048,CL-9,2025-08-01 00:32:00,75.6,42.26,26.98,1.62,,913.84,2.53,v1.1.2,2024-10-02 00:00:00,V9C0XFEVMY
Station1_LOG00253,SRV032,CL-4,2025-08-02 07:24:00,46.96,39.3,50.82,28.99,20.79,235.72,2.5,v2.0.3,2024-04-28 00:00:00,EXGOBZPE8M
Station1_LOG00254,SRV094,CL-8,2025-08-02 09:39:00,67.22,24.04,79.37,19.44,2.14,429.8,3.23,v2.0.3,2024-11-19 00:00:00,8BKUVY7IDU
Station1_LOG00255,SRV001,CL-8,2025-08-02 19:03:00,57.38,69.99,69.51,8.76,2.8,951.3,5.3,v2.0.3,2024-11-12 00:00:00,TK4KL9FG2N
Station1_LOG00256,SRV097,CL-3,2025-08-01 08:25:00,86.78,20.41,25.32,24.69,22.6,398.41,4.64,v3.1.0,2024-07-01 00:00:00,I3DPFTBAQX
Station1_LOG00257,SRV063,CL-10,2025-08-02 04:46:00,40.69,66.46,55.53,16.18,11.3,965.39,8.5,v2.0.3,2024-02-12 00:00:00,SANHAPYWDR
Station1_LOG00258,SRV023,CL-1,2025-08-01 06:24:00,73.08,56.18,60.8,24.75,8.88,254.76,3.05,v1.0.0,2024-06-05 00:00:00,GKHVLUCNJ0
Station1_LOG00259,SRV006,CL-4,2025-08-01 14:35:00,77.75,,18.6,19.27,7.95,581.33,6.61,v3.1.0,2024-10-02 00:00:00,LQU017WTP0
Station1_LOG00260,SRV026,CL-2,2025-08-01 20:30:00,73.9,87.96,37.38,18.38,10.82,248.71,1.13,v2.0.3,2024-07-04 00:00:00,THLVJYQTAY
Station1_LOG00261,SRV067,CL-5,2025-08-01 03:21:00,70.3,37.61,26.57,26.36,13.79,992.02,0.83,v3.1.0,2024-08-26 00:00:00,0TIAXUFVPI
Station1_LOG00262,SRV001,CL-8,2025-08-01 12:56:00,64.12,33.96,54.53,2.01,22.21,349.97,5.24,v3.1.0,2024-04-26 00:00:00,YH9OJGUEIF
Station1_LOG00263,SRV005,CL-3,2025-08-02 02:57:00,67.46,62.2,40.36,2.08,11.12,662.45,6.71,v1.1.2,2024-05-06 00:00:00,P7WZITMFEY
Station1_LOG00264,SRV017,CL-6,2025-08-01 01:28:00,16.33,84.78,70.05,22.54,6.11,161.86,4.36,v1.0.0,2024-07-20 00:00:00,G1GKE8RCVF
Station1_LOG00265,SRV067,CL-5,2025-08-02 17:30:00,32.89,,70.81,3.02,7.15,816.97,1,v2.0.3,2024-02-11 00:00:00,4YEO6PPYWH
Station1_LOG00266,SRV067,CL-5,2025-08-01 15:05:00,18.01,61.9,,13.94,18.91,397.29,5.95,v2.0.3,2024-04-07 00:00:00,YG190FEQQH
Station1_LOG00267,SRV034,CL-6,2025-08-01 05:08:00,74.9,42.71,61.83,18.54,14.58,781.04,9.18,v1.0.0,2024-07-13 00:00:00,70B2AUBNBW
Station1_LOG00268,SRV045,CL-2,2025-08-01 11:34:00,86.19,47.69,41.53,14.13,15.29,634.94,5.74,v2.0.3,2024-02-24 00:00:00,3X2KB6JY5R
Station1_LOG00269,SRV026,CL-2,2025-08-02 01:02:00,80.22,41.55,38.18,6.3,23.72,401.6,3.85,v2.0.3,2024-10-01 00:00:00,4PF4IO2XM4
Station1_LOG00270,SRV066,CL-9,2025-08-02 03:32:00,94.53,20.73,31.46,9.75,20.35,802.71,8.26,v1.0.0,2024-05-19 00:00:00,QLRVD79ZUR
Station1_LOG00271,SRV077,CL-1,2025-08-02 15:12:00,34.85,70,29.4,16.45,18,648.58,2.61,v1.0.0,2024-05-20 00:00:00,6SB053AKZX
Station1_LOG00272,SRV089,CL-1,2025-08-01 09:45:00,38.5,77.66,39.51,14.74,9.59,700.02,2.86,v1.1.2,2024-03-05 00:00:00,09JNEFTZ53
Station1_LOG00273,SRV067,CL-5,2025-08-01 05:05:00,55.5,40.15,11.28,12.13,18.91,980.56,1.28,v2.0.3,2024-09-11 00:00:00,IAZGQ095EG
Station1_LOG00274,SRV081,CL-4,2025-08-02 16:23:00,48,78.47,67.56,16.91,21.83,353.92,6.11,v3.1.0,2024-05-06 00:00:00,37FOQSR41S
Station1_LOG00275,SRV019,CL-2,2025-08-01 08:47:00,57.51,49.15,54.87,19.24,13.29,513.39,0.05,v3.1.0,2024-01-11 00:00:00,X9KNBZ9H0U
Station1_LOG00276,SRV012,CL-3,2025-08-02 01:15:00,36.7,44.15,9.68,21.91,6.03,506.66,1.48,v2.0.3,2024-07-01 00:00:00,1LPPJ1N5T8
Station1_LOG00277,SRV066,CL-9,2025-08-02 18:23:00,62.74,81.85,67.24,19.64,8.96,412.72,8.4,v1.0.0,2024-01-27 00:00:00,TUFDOAPMLQ
Station1_LOG00278,SRV005,CL-3,2025-08-02 10:34:00,82.49,56.21,24.71,17.58,19.6,379.24,5.91,v3.1.0,2024-06-11 00:00:00,1MRD8JPABS
Station1_LOG00279,SRV020,CL-9,2025-08-01 23:02:00,85.38,72.37,43.4,18.03,16.77,161.88,6.64,v1.1.2,2024-05-22 00:00:00,CCNJDGJKCS
Station1_LOG00280,SRV073,CL-3,2025-08-02 17:45:00,70.37,29.42,36.61,25.74,12.3,840.99,9.1,v1.1.2,2024-04-17 00:00:00,OTPSILQBCA
Station1_LOG00281,SRV077,CL-1,2025-08-01 16:44:00,53.86,40.69,,11.79,20.1,398.02,8.47,v2.0.3,2024-03-07 00:00:00,SOG2LBWTBV
Station1_LOG00282,SRV046,CL-7,2025-08-01 18:58:00,80.91,54.29,66.36,7.18,0.68,160.56,8.88,v1.0.0,2024-10-25 00:00:00,PCVV5765EJ
Station1_LOG00283,SRV077,CL-1,2025-08-01 10:26:00,55.62,29.68,54.6,14.43,10.16,741.69,3.88,v2.0.3,2024-09-01 00:00:00,K6QM11R99A
Station1_LOG00284,SRV097,CL-3,2025-08-01 21:58:00,52.73,59.67,12.83,13.74,13.02,957.96,2.69,v2.0.3,2024-11-01 00:00:00,5VWTF9AZJF
Station1_LOG00285,SRV010,CL-4,2025-08-01 03:01:00,57.73,41.09,22.7,25.03,18.69,851,9.56,v1.1.2,2024-06-17 00:00:00,K4AGLBD0XQ
Station1_LOG00286,SRV056,CL-4,2025-08-02 12:21:00,30.66,66.36,14.91,2.89,21.38,551.31,5.57,v1.0.0,2024-11-10 00:00:00,C609YZHS1E
Station1_LOG00287,SRV010,CL-4,2025-08-02 17:23:00,80.29,88.25,23.37,17.34,12.31,566.93,1.65,v2.0.3,2024-02-19 00:00:00,PI1G6BX0NW
Station1_LOG00288,SRV020,CL-9,2025-08-01 19:06:00,31.58,33.84,71.59,9.98,14.24,189.29,7.86,v1.1.2,2024-02-28 00:00:00,9GAO4H86DD
Station1_LOG00289,SRV032,CL-4,2025-08-02 12:09:00,46.79,63.92,20.42,12.4,6.15,449.4,1.38,v1.1.2,2024-05-25 00:00:00,FNNMLWVAPF
Station1_LOG00290,SRV071,CL-2,2025-08-01 09:06:00,53.53,22.84,54.36,6.22,10.75,592.75,6.37,v1.0.0,2024-08-20 00:00:00,SU95IYUB31
Station1_LOG00291,SRV081,CL-4,2025-08-02 05:14:00,81,83.98,56.45,4.63,4.17,401.24,8.52,v3.1.0,2024-01-22 00:00:00,5KQQLJWQRL
Station1_LOG00292,SRV082,CL-10,2025-08-02 16:30:00,59.93,41.03,9.92,28.64,13.14,973.41,9.87,v1.0.0,2024-08-24 00:00:00,HSMCRCUN91
Station1_LOG00293,SRV041,CL-10,2025-08-02 18:48:00,22.61,73.52,32.06,18.14,18.22,506.7,3.63,v2.0.3,2024-09-17 00:00:00,PHAFARCIOD
Station1_LOG00294,SRV020,CL-9,2025-08-01 07:49:00,20.4,55.55,29.14,8.01,22.85,445.04,8.29,v2.0.3,2024-12-03 00:00:00,T3D7XTX42D
Station1_LOG00295,SRV029,CL-2,2025-08-01 09:08:00,72.2,51.51,,15.95,24.79,280.04,9.82,v1.0.0,2024-07-13 00:00:00,Z4V5BVH2VF
Station1_LOG00296,SRV040,CL-6,2025-08-02 13:46:00,46.26,87.3,68.37,27.54,18.57,171.26,8.34,v3.1.0,2024-11-10 00:00:00,VQBZBRQW52
Station1_LOG00297,SRV054,CL-9,2025-08-01 15:22:00,11.27,46.54,48.61,25.4,23.73,757.43,4.3,v3.1.0,2024-01-26 00:00:00,RIDG26HLMB
Station1_LOG00298,SRV096,CL-4,2025-08-01 21:43:00,89.44,53.6,71.28,4.07,5.39,928.32,9.42,v1.0.0,2024-09-16 00:00:00,WY0SZKBNSH
Station1_LOG00299,SRV017,CL-6,2025-08-01 05:12:00,49.63,37.68,67.99,26.5,4.01,116.46,6.43,v1.0.0,2024-11-23 00:00:00,DFIXLBO9EW
Station1_LOG00300,SRV048,CL-9,2025-08-02 02:51:00,86.66,67.1,51.54,5.8,1.73,837.29,2.97,v1.0.0,2024-10-21 00:00:00,P5WT5FWK2J
Station1_LOG00301,SRV074,CL-3,2025-08-02 05:06:00,91.04,77.4,42.14,29.08,17.33,281.42,0.68,v2.0.3,2024-01-25 00:00:00,93P483CHEL
Station1_LOG00302,SRV027,CL-7,2025-08-01 14:55:00,60.74,53.75,68.11,27.64,13.16,364.68,1.85,v1.0.0,2024-06-19 00:00:00,8NZF6YXIS8
Station1_LOG00303,SRV016,CL-2,2025-08-01 14:13:00,44.85,60.86,69.71,17.7,20.48,637.49,7.76,v2.0.3,2024-09-12 00:00:00,7XX9IGD40C
